fecha,precio_bolsa
2012-08-16,155.59141333333338
2012-08-17,140.99741000000003
2012-08-18,133.3775933333333
2012-08-19,120.98565666666669
2012-08-20,119.91345833333327
2012-08-21,129.09134999999995
2012-08-22,126.73192999999996
2012-08-23,127.09498999999998
2012-08-24,130.1194366666667
2012-08-25,128.74538666666672
2012-08-26,131.4037966666667
2012-08-27,154.16253333333336
2012-08-28,150.13273333333333
2012-08-29,147.32523333333327
2012-08-30,148.2540566666667
2012-08-31,174.9207066666667
2012-09-01,140.70626999999993
2012-09-02,129.00687333333335
2012-09-03,133.31804833333334
2012-09-04,138.64859499999994
2012-09-05,141.39918666666674
2012-09-06,163.02050000000006
2012-09-07,153.51756666666674
2012-09-08,157.13419333333331
2012-09-09,152.65679999999998
2012-09-10,156.5624633333334
2012-09-11,167.15366333333333
2012-09-12,159.86640000000003
2012-09-13,163.79215666666676
2012-09-14,175.8733750000001
2012-09-15,158.59400166666666
2012-09-16,169.59265666666673
2012-09-17,193.42634999999999
2012-09-18,214.99112000000002
2012-09-19,195.55566333333323
2012-09-20,196.0377333333333
2012-09-21,218.48224000000002
2012-09-22,191.87813833333334
2012-09-23,194.54037666666662
2012-09-24,220.33074
2012-09-25,224.0229066666666
2012-09-26,230.27681666666672
2012-09-27,216.51507666666666
2012-09-28,256.99359999999996
2012-09-29,242.7664633333334
2012-09-30,244.67523000000003
2012-10-01,259.9230416666666
2012-10-02,264.6849633333334
2012-10-03,256.39552
2012-10-04,247.32160666666664
2012-10-05,254.41256833333344
2012-10-06,238.12994666666665
2012-10-07,224.90051166666674
2012-10-08,234.78597666666676
2012-10-09,192.52094000000008
2012-10-10,190.56645833333332
2012-10-11,210.60650666666663
2012-10-12,200.94598333333332
2012-10-13,201.9931683333333
2012-10-14,205.17101
2012-10-15,207.75046666666665
2012-10-16,216.46334333333326
2012-10-17,215.9550766666667
2012-10-18,198.68625333333333
2012-10-19,192.38612666666668
2012-10-20,180.7264533333334
2012-10-21,186.09773333333337
2012-10-22,164.5317516666667
2012-10-23,160.0639400000001
2012-10-24,162.69974000000005
2012-10-25,145.78572000000005
2012-10-26,146.05639999999997
2012-10-27,134.17599333333325
2012-10-28,137.9755133333334
2012-10-29,161.66716
2012-10-30,170.25381333333323
2012-10-31,174.48431000000002
2012-11-01,184.42981333333339
2012-11-02,182.9431166666666
2012-11-03,174.8805266666666
2012-11-04,194.47416833333338
2012-11-05,174.14784333333338
2012-11-06,180.8689283333334
2012-11-07,172.9151466666666
2012-11-08,180.79685833333338
2012-11-09,174.73053500000003
2012-11-10,173.50864166666676
2012-11-11,168.2144766666667
2012-11-12,173.15039333333337
2012-11-13,183.24548166666662
2012-11-14,186.61593500000004
2012-11-15,181.64479833333326
2012-11-16,172.39788499999997
2012-11-17,162.35177500000003
2012-11-18,146.24849666666668
2012-11-19,145.07071333333332
2012-11-20,139.18975666666665
2012-11-21,135.08457666666672
2012-11-22,140.60660999999996
2012-11-23,145.50806833333328
2012-11-24,145.11123333333333
2012-11-25,131.3362533333333
2012-11-26,160.87468333333334
2012-11-27,152.14082
2012-11-28,175.04359666666664
2012-11-29,181.278235
2012-11-30,191.13744
2012-12-01,166.90220500000007
2012-12-02,155.68847333333338
2012-12-03,161.98067999999995
2012-12-04,179.77647333333326
2012-12-05,184.52366833333335
2012-12-06,170.62115666666662
2012-12-07,180.0401699999999
2012-12-08,171.19842833333337
2012-12-09,178.33123833333332
2012-12-10,181.77979333333334
2012-12-11,176.74490666666668
2012-12-12,176.69996999999998
2012-12-13,191.75970999999993
2012-12-14,195.56781666666666
2012-12-15,199.31165
2012-12-16,201.1936566666666
2012-12-17,203.15867333333327
2012-12-18,210.1694233333333
2012-12-19,205.3353966666667
2012-12-20,200.67835666666664
2012-12-21,193.46957999999998
2012-12-22,191.56894166666666
2012-12-23,182.84378333333345
2012-12-24,183.15380166666668
2012-12-25,167.49507666666673
2012-12-26,184.78000166666675
2012-12-27,166.01120833333331
2012-12-28,158.1584416666667
2012-12-29,154.00116333333335
2012-12-30,159.05216166666668
2012-12-31,158.95909500000002
2013-01-01,159.90898333333328
2013-01-02,190.48610666666676
2013-01-03,182.89274666666668
2013-01-04,187.60762
2013-01-05,178.16116000000002
2013-01-06,174.21388000000002
2013-01-07,174.93546833333335
2013-01-08,174.97893999999997
2013-01-09,152.05655833333336
2013-01-10,181.6180466666667
2013-01-11,186.31985666666665
2013-01-12,184.85946
2013-01-13,188.5146366666667
2013-01-14,192.1161299999999
2013-01-15,194.21366666666665
2013-01-16,192.60257333333334
2013-01-17,189.65615333333332
2013-01-18,191.1854966666667
2013-01-19,187.98424666666662
2013-01-20,191.17349000000004
2013-01-21,193.02574000000004
2013-01-22,183.29741333333334
2013-01-23,183.53581999999997
2013-01-24,190.3224066666667
2013-01-25,200.09130666666658
2013-01-26,186.02858333333322
2013-01-27,181.04808666666668
2013-01-28,189.73472666666657
2013-01-29,164.85034666666675
2013-01-30,184.58747500000007
2013-01-31,206.11947666666654
2013-02-01,204.85542
2013-02-02,218.21255999999997
2013-02-03,231.22663999999995
2013-02-04,240.78831666666667
2013-02-05,214.58614333333335
2013-02-06,208.93382666666665
2013-02-07,220.3178166666667
2013-02-08,198.60998000000006
2013-02-09,197.88673000000009
2013-02-10,207.0703166666667
2013-02-11,195.70288500000007
2013-02-12,164.00263333333336
2013-02-13,185.99531999999996
2013-02-14,178.0785566666667
2013-02-15,175.98098000000005
2013-02-16,167.22206000000006
2013-02-17,161.18429666666663
2013-02-18,167.92232833333335
2013-02-19,148.33982166666667
2013-02-20,166.3392783333334
2013-02-21,159.8104699999999
2013-02-22,157.39195333333328
2013-02-23,158.0773383333333
2013-02-24,151.26043333333328
2013-02-25,147.29312166666662
2013-02-26,154.49623
2013-02-27,147.39481999999998
2013-02-28,143.97891333333328
2013-03-01,153.1975216666667
2013-03-02,151.78972333333328
2013-03-03,145.40035666666668
2013-03-04,156.85782000000003
2013-03-05,209.41787000000002
2013-03-06,178.88139333333334
2013-03-07,176.1332933333334
2013-03-08,147.335455
2013-03-09,174.7742999999999
2013-03-10,171.46973000000006
2013-03-11,167.06782499999994
2013-03-12,152.76402333333337
2013-03-13,142.22306500000002
2013-03-14,149.42845666666662
2013-03-15,140.8065016666666
2013-03-16,122.02772999999996
2013-03-17,128.55511666666666
2013-03-18,123.61671000000001
2013-03-19,125.89848499999998
2013-03-20,129.0377416666667
2013-03-21,96.22659666666665
2013-03-22,118.97386000000004
2013-03-23,107.00585000000002
2013-03-24,81.70121999999999
2013-03-25,94.74168333333334
2013-03-26,115.51376500000002
2013-03-27,97.71188000000005
2013-03-28,99.61726999999998
2013-03-29,106.50957333333331
2013-03-30,137.84670999999994
2013-03-31,161.1727183333333
2013-04-01,157.38822333333334
2013-04-02,173.0945183333333
2013-04-03,176.04064333333326
2013-04-04,178.6205933333333
2013-04-05,181.51201000000006
2013-04-06,179.98037333333332
2013-04-07,205.9430533333334
